35 0.062500 3.108120
35 1.000000 1.008003
35 0.000000 3.090753
-35 0.000000 1.071724
35 0.062500 1.777771
35 0.250000 3.130129
35 1.000000 0.285114
35 1.000000 1.911181
-35 0.062500 2.456473
35 0.062500 2.408719
-35 1.000000 0.840058
35 0.250000 0.112028
-35 1.000000 2.264480
-35 0.125000 1.629629
-35 0.062500 0.401425
-35 0.125000 2.720726
-35 1.000000 0.483719
35 1.000000 2.918230
-35 0.000000 0.200543
35 0.125000 2.571902
-35 1.000000 1.280727
35 0.250000 2.158044
-35 1.000000 2.900651
35 0.250000 0.348388
35 1.000000 2.689801
-35 0.250000 0.493887
-35 0.250000 1.835598
-35 0.125000 1.250588
-35 0.125000 0.274598
-35 0.250000 1.625250
-35 0.125000 2.954292
-35 0.125000 2.374020
35 0.125000 1.025187
-35 0.125000 1.561638
35 0.125000 1.063419
35 0.250000 0.388651
35 1.000000 0.943964
35 0.000000 2.349864
35 0.000000 0.935544
-35 0.250000 0.197887
-35 0.250000 2.440973
35 1.000000 1.329639
35 0.062500 0.497871
35 0.125000 0.223236
-35 0.000000 2.144902
35 1.000000 0.010469
35 0.250000 1.380816
35 0.125000 1.964093
35 0.125000 0.715988
35 0.000000 1.093709
-35 0.062500 1.688963
-35 0.250000 1.802125
-35 0.125000 2.874775
35 1.000000 1.399710
35 0.062500 2.794123
35 0.125000 0.260167
-35 0.062500 1.675838
-35 0.000000 0.067957
-35 1.000000 0.153716
35 1.000000 0.944672
35 0.250000 0.577178
35 0.250000 1.777605
-35 0.000000 2.702264
-35 1.000000 1.949516
35 0.062500 0.691191
35 0.062500 0.407315
-35 1.000000 2.548497
35 0.062500 0.668850
35 0.125000 1.999081
-35 0.062500 0.614821
35 1.000000 3.018582
-35 0.000000 1.361415
-35 0.062500 1.775063
-35 0.125000 2.592897
-35 0.125000 2.572040
35 0.125000 2.392635
35 0.250000 0.391823
35 0.125000 1.722806
-35 0.125000 0.951884
-35 0.250000 1.793279
-35 0.000000 3.139068
-35 1.000000 0.413960
35 0.125000 0.105179
-35 1.000000 2.036219
35 0.250000 1.346178
35 0.250000 1.035163
-35 0.125000 1.784796
-35 0.125000 1.509565
-35 0.125000 0.152012
35 0.125000 0.535802
-35 0.250000 2.908280
-35 0.000000 0.444101
-35 1.000000 0.483885
-35 0.000000 2.994658
-35 0.125000 2.478621
35 1.000000 1.997967
-35 0.062500 3.052824
-35 0.062500 0.634819
35 0.125000 1.080828
35 1.000000 0.814761
35 0.250000 3.116559
35 0.250000 0.544794
35 0.000000 1.390230
-35 0.062500 1.983312
-35 0.250000 3.110669
35 0.250000 2.631607
35 0.250000 0.652895
-35 0.125000 3.059289
-35 1.000000 0.563191
35 0.250000 1.664386
35 0.125000 0.034551
-35 1.000000 2.047260
35 1.000000 1.188304
35 0.062500 1.271529
-35 1.000000 0.338842
35 0.062500 0.899549
35 0.062500 0.579215
-35 0.062500 2.929858
-35 0.250000 2.718222
-35 0.062500 0.535808
35 0.000000 0.494080
-35 1.000000 0.054429
-35 0.125000 1.834952
-35 0.250000 0.207351
35 0.062500 1.308967
35 0.000000 0.844839
35 1.000000 1.622782
-35 1.000000 1.427862
-35 0.250000 2.575171
35 1.000000 0.993715
-35 0.250000 0.328037
-35 0.062500 2.922407
-35 0.250000 0.141392
35 0.000000 2.838189
-35 0.000000 3.139654
-35 1.000000 1.254322
-35 0.062500 1.878358
-35 1.000000 0.498020
35 0.062500 2.877389
35 0.125000 0.020578
-35 0.062500 1.450546
35 0.125000 0.662899
-35 0.250000 2.554771
-35 0.250000 2.214439
35 0.062500 2.631767
-35 0.250000 0.121203
-35 0.062500 1.883101
35 0.062500 0.394775
35 0.000000 1.993172
35 0.125000 0.586174
-35 0.062500 0.769263
-35 1.000000 0.013565
-35 0.250000 1.202580
35 1.000000 3.138474
-35 0.250000 0.595272
35 1.000000 2.771470
-35 0.125000 1.313627
-35 0.062500 2.666374
35 0.125000 0.665267
-35 0.125000 0.488090
35 0.250000 1.431512
35 0.062500 3.097579
-35 0.062500 1.328201
-35 0.062500 0.639761
35 1.000000 1.291109
35 0.250000 0.749560
-35 0.250000 1.161909
35 0.000000 2.144026
35 0.062500 0.279192
35 0.125000 2.504137
35 0.250000 2.413250
35 1.000000 0.005997
35 0.062500 2.558943
35 0.250000 1.937962
-35 0.062500 1.557614
35 0.062500 0.096153
35 0.125000 3.030832
35 0.062500 0.303927
-35 0.125000 0.918019
-35 1.000000 2.810838
