-35 0.125 0
35 0.25 0
35 0.0625 0
-35 0.25 0
35 1.0 0
35 0.0625 0
-35 0.5 0
35 0.125 0
35 0.5 0
35 0.0625 0
35 0.25 0
-35 0.25 0
35 0.125 0
-35 0.5 0
-35 1.0 0
35 0.125 0
35 1.0 0
35 0.0625 0
-35 0.125 0
-35 0.0625 0
35 0.25 0
35 0.125 0
35 0.25 0
-35 0.5 0
35 0.125 0
35 0.25 0
35 0.0625 0
-35 0.125 0
-35 1.0 0
35 0.5 0
-35 0.125 0
35 0.25 0
35 0.0625 0
-35 0.25 0
35 1.0 0
-35 0.125 0
-35 1.0 0
35 1.0 0
-35 0.25 0
-35 0.125 0
-35 0.125 0
-35 0.5 0
-35 0.5 0
-35 0.125 0
35 1.0 0
-35 0.0625 0
-35 0.5 0
35 0.5 0
-35 0.5 0
-35 0.125 0
35 0.0625 0
35 0.25 0
-35 0.0625 0
35 0.125 0
35 0.5 0
-35 1.0 0
-35 1.0 0
-35 1.0 0
35 0.5 0
35 0.5 0
-35 1.0 0
-35 0.25 0
-35 0.125 0
-35 0.25 0
-35 0.5 0
-35 0.5 0
-35 0.125 0
35 1.0 0
35 1.0 0
-35 0.25 0
-35 0.25 0
-35 0.125 0
-35 0.25 0
35 1.0 0
-35 0.5 0
35 0.25 0
35 0.0625 0
-35 0.5 0
35 1.0 0
-35 1.0 0
-35 0.25 0
-35 0.0625 0
35 0.25 0
35 1.0 0
35 0.25 0
35 0.0625 0
35 0.125 0
-35 0.5 0
35 0.0625 0
-35 0.0625 0
-35 0.25 0
-35 0.125 0
-35 0.125 0
-35 0.0625 0
-35 1.0 0
35 1.0 0
-35 0.125 0
-35 0.25 0
35 0.5 0
35 0.5 0
-35 1.0 0
-35 0.0625 0
35 0.5 0
-35 1.0 0
35 0.125 0
35 1.0 0
35 0.5 0
-35 0.5 0
-35 1.0 0
35 1.0 0
-35 0.0625 0
-35 0.5 0
35 0.0625 0
35 0.0625 0
35 0.5 0
35 0.0625 0
35 0.25 0
-35 0.0625 0
-35 0.5 0
35 0.25 0
35 0.125 0
35 0.125 0
-35 0.0625 0
35 0.125 0
35 0.25 0
-35 0.0625 0
-35 1.0 0
35 0.25 0
-35 0.5 0
35 0.0625 0
35 0.25 0
35 0.125 0
-35 0.5 0
-35 0.25 0
-35 1.0 0
35 1.0 0
-35 0.125 0
35 1.0 0
-35 1.0 0
-35 0.0625 0
-35 1.0 0
35 0.125 0
35 0.25 0
35 0.5 0
-35 1.0 0
35 0.25 0
-35 0.125 0
35 0.25 0
-35 0.25 0
35 0.125 0
35 0.5 0
-35 0.25 0
35 0.125 0
-35 0.25 0
35 1.0 0
-35 0.125 0
-35 1.0 0
-35 0.25 0
35 0.5 0
-35 0.125 0
-35 1.0 0
35 0.0625 0
35 1.0 0
-35 0.5 0
-35 0.25 0
-35 0.25 0
35 1.0 0
-35 0.0625 0
35 0.5 0
35 1.0 0
35 0.125 0
-35 0.5 0
-35 0.0625 0
35 0.125 0
35 0.125 0
-35 1.0 0
-35 0.0625 0
-35 0.5 0
-35 0.125 0
35 0.0625 0
35 0.125 0
-35 0.0625 0
35 0.25 0
35 0.5 0
35 0.0625 0
35 0.25 0
35 0.5 0
35 1.0 0
-35 0.0625 0
-35 0.0625 0
35 0.5 0
35 0.125 0
35 0.0625 0
35 0.5 0
35 0.0625 0
-35 0.0625 0
-35 0.0625 0
35 0.0625 0
35 0.5 0
-35 0.25 0
